subject,task,id,num,answer,question,questionVi,options,answerDisplay,intent,concept,whyCorrect,whyWrong,memoryTip
jit,slides,386,376,B,【専門用語】truyền dữ liệu có dây（55） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «truyền dữ liệu có dây（55）»?,A: đường truyền chính || B: 余裕 || C: công nghệ nhận dạng tần số Radio || D: cáp kim loại,B. 余裕,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «truyền dữ liệu có dây（55）»","• «truyền dữ liệu có dây（55）» → 余裕
• Đối chiếu với thuật ngữ đúng trong đề.","• Nghĩa đúng: 余裕
• Thuật ngữ JP: 余裕",A: • Là gì? đường truyền chính / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «truyền dữ liệu có dây（55）». Nghĩa đúng: 余裕. || C: • Là gì? công nghệ nhận dạng tần số Radio / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «truyền dữ liệu có dây（55）». Nghĩa đúng: 余裕. || D: • Là gì? cáp kim loại / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «truyền dữ liệu có dây（55）». Nghĩa đúng: 余裕.,"• truyền dữ liệu có dây（55） ≈ 余裕
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,387,377,C,【専門用語】受信機（じゅしんき） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «受信機（じゅしんき）» (máy thu)?,"A: truyền dữ liệu không dây || B: bộ chuyển đổi || C: thiết bị thu || D: vật chắn , vật cản",C. thiết bị thu,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «受信機（じゅしんき）»","• «受信機（じゅしんき）» → thiết bị thu
• Đối chiếu với thuật ngữ đúng trong đề.",• Nghĩa đúng: thiết bị thu,"A: • Là gì? truyền dữ liệu không dây / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «受信機（じゅしんき）». Nghĩa đúng: thiết bị thu. || B: • Là gì? bộ chuyển đổi / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «受信機（じゅしんき）». Nghĩa đúng: thiết bị thu. || D: • Là gì? vật chắn , vật cản / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «受信機（じゅしんき）». Nghĩa đúng: thiết bị thu.","• 受信機（じゅしんき） ≈ thiết bị thu
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,388,378,D,【専門用語】次のベトナム語の用語を日本語に直しなさい。 thẻ vi mạch không tiếp xúc,【Thuật ngữ】Hãy dịch thuật ngữ tiếng Việt sau sang tiếng Nhật: «thẻ vi mạch không tiếp xúc»,A: ゲートウェイ || B: ケーブルテレビ || C: ダウンロード || D: 非接触型 IC カード,D. 非接触型 IC カード — thẻ vi mạch không tiếp xúc,"• Câu từ vựng: cho thuật ngữ tiếng Việt → chọn bản tiếng Nhật đúng.
• Thuật ngữ cần dịch: «thẻ vi mạch không tiếp xúc»",• «thẻ vi mạch không tiếp xúc» trong tiếng Nhật là «非接触型 IC カード» (thẻ vi mạch không tiếp xúc).,"• «thẻ vi mạch không tiếp xúc» = 非接触型 IC カード
• Việt «thẻ vi mạch không tiếp xúc» ⇔ Nhật «非接触型 IC カード».
• 非接触型 IC カード: thẻ vi mạch không tiếp xúc
• Chọn đúng cặp dịch thuật ngữ, không chọn từ gần nghĩa khác lĩnh vực.",A: • Là gì? Thuật ngữ JP: ゲートウェイ / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «ゲートウェイ» không phải bản dịch tiếng Nhật của «thẻ vi mạch không tiếp xúc». Đúng: «非接触型 IC カード» (thẻ vi mạch không tiếp xúc). || B: • Là gì? Thuật ngữ JP: ケーブルテレビ / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «ケーブルテレビ» không phải bản dịch tiếng Nhật của «thẻ vi mạch không tiếp xúc». Đúng: «非接触型 IC カード» (thẻ vi mạch không tiếp xúc). || C: • Là gì? Thuật ngữ JP: ダウンロード / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «ダウンロード» không phải bản dịch tiếng Nhật của «thẻ vi mạch không tiếp xúc». Đúng: «非接触型 IC カード» (thẻ vi mạch không tiếp xúc).,"• thẻ vi mạch không tiếp xúc = 非接触型 IC カード
• Học theo cặp VI ↔ JP, tránh nhầm từ kanji/katakana gần."
jit,slides,389,379,C,【専門用語】次のベトナム語の用語を日本語に直しなさい。 đường dây,【Thuật ngữ】Hãy dịch thuật ngữ tiếng Việt sau sang tiếng Nhật: «đường dây»,A: 手軽に || B: IP 電話 || C: 回線 || D: 金属線,C. 回線 — đường dây,"• Câu từ vựng: cho thuật ngữ tiếng Việt → chọn bản tiếng Nhật đúng.
• Thuật ngữ cần dịch: «đường dây»",• «đường dây» trong tiếng Nhật là «回線» (đường dây).,"• «đường dây» = 回線
• Việt «đường dây» ⇔ Nhật «回線».
• 回線: đường dây
• Chọn đúng cặp dịch thuật ngữ, không chọn từ gần nghĩa khác lĩnh vực.",A: • Là gì? Thuật ngữ JP: 手軽に / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «手軽に» không phải bản dịch tiếng Nhật của «đường dây». Đúng: «回線» (đường dây). || B: • Là gì? Chứa «IP» → IP / • Dùng để làm gì? Giải nghĩa theo thành phần thuật ngữ Nhật. / • Vì sao sai? «IP» không phải bản dịch tiếng Nhật của «đường dây». Đúng: «回線» (đường dây). || D: • Là gì? Thuật ngữ JP: 金属線 / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «金属線» không phải bản dịch tiếng Nhật của «đường dây». Đúng: «回線» (đường dây).,"• đường dây = 回線
• Học theo cặp VI ↔ JP, tránh nhầm từ kanji/katakana gần."
jit,slides,390,380,D,（データ通信技術）導入 について正しい説明はどれか。,（データ通信技術）導入 — đúng 説明は là cái nào?,A: デジタルコンピュータでは，一定単位の数字に近似して扱っています。 || B: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 || C: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 || D: BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…,D. BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• Thuật ngữ JP: BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…","• Thuật ngữ JP: BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…
• Đối chiếu với thuật ngữ đúng trong đề.","• Thuật ngữ JP: BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…
• Đáp án D: BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…",A: • Là gì? デジタルコンピュータでは，一定単位の数字に近似して扱っています。: デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。. Không khớp đáp án đúng (D): BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…. || B: • Là gì? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。. Không khớp đáp án đúng (D): BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り…. || C: • Là gì? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。. Không khớp đáp án đúng (D): BS(Broadcasting Satellite = 放送衛星)とCS(Communication Satellite = 通信衛星)は，どちらも放送用に利用されていることから分かる通り….,
jit,slides,391,381,C,（データ通信技術）有線接続 について正しい説明はどれか。,（データ通信技術）有線接続 — đúng 説明は là cái nào?,A: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 || B: デジタルコンピュータでは，一定単位の数字に近似して扱っています。 || C: 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 || D: 現在使われているコンピュータは，デジタルコンピュータです。,C. 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。: 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。","• 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。: 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。
• Đối chiếu đúng nghĩa thuật ngữ trong đề.","• 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。: 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。
• Đáp án C: 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。",A: • Là gì? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。. Không khớp đáp án đúng (C): 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。. || B: • Là gì? デジタルコンピュータでは，一定単位の数字に近似して扱っています。: デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。. Không khớp đáp án đúng (C): 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。. || D: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (C): 金属線や光ファイバなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。 → 金属線やcáp quangなどのケーブルで接続できる通信手段としては， CATV， ADSL，FTTH，電灯線通信などが代表的です。.,
jit,slides,392,382,C,（データ通信技術）無線通信手段 について正しい説明はどれか。,（データ通信技術）無線通信手段 — đúng 説明は là cái nào?,A: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 || B: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 || C: ネットワーク接続手段として無線通信の重要性が増しています。 || D: 現在使われているコンピュータは，デジタルコンピュータです。,C. ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• ネットワーク接続手段として無線通信の重要性が増しています。: ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。","• ネットワーク接続手段として無線通信の重要性が増しています。: ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。
• Đối chiếu đúng nghĩa thuật ngữ trong đề.","• ネットワーク接続手段として無線通信の重要性が増しています。: ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。
• Đáp án C: ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。",A: • Là gì? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。. Không khớp đáp án đúng (C): ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。. || B: • Là gì? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。. Không khớp đáp án đúng (C): ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。. || D: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (C): ネットワーク接続手段として無線通信の重要性が増しています。 → mạng / network model接続手段として無線通信の重要性が増しています。.,
jit,slides,393,383,A,【専門用語】WAN（Wide Area Network） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «WAN（Wide Area Network）»?,A: mạng diện rộng || B: hệ thống xử lý tập trung || C: vùng phi quân sự || D: xung đột,A. mạng diện rộng,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «WAN（Wide Area Network）»","• «WAN（Wide Area Network）» → mạng diện rộng
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: mạng diện rộng,B: • Là gì? hệ thống xử lý tập trung / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «WAN（Wide Area Network）». Nghĩa đúng: mạng diện rộng. || C: • Là gì? vùng phi quân sự / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «WAN（Wide Area Network）». Nghĩa đúng: mạng diện rộng. || D: • Là gì? xung đột / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «WAN（Wide Area Network）». Nghĩa đúng: mạng diện rộng.,"• WAN（Wide Area Network） ≈ mạng diện rộng
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,394,384,D,【専門用語】スター型（star がた） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «スター型（star がた）»?,A: mạng kiểu lưới || B: toàn cục || C: mạng máy tính cục bộ || D: cấu hình sao,D. cấu hình sao,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «スター型（star がた）»","• «スター型（star がた）» → cấu hình sao
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: cấu hình sao,A: • Là gì? mạng kiểu lưới / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «スター型（star がた）». Nghĩa đúng: cấu hình sao. || B: • Là gì? toàn cục / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «スター型（star がた）». Nghĩa đúng: cấu hình sao. || C: • Là gì? mạng máy tính cục bộ / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «スター型（star がた）». Nghĩa đúng: cấu hình sao.,"• スター型（star がた） ≈ cấu hình sao
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,395,385,B,【専門用語】ネームサーバ（name server） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «ネームサーバ（name server）»?,A: sắp xếp theo tầng || B: máy chủ tên miền || C: hành vi phạm tội || D: người dùng cuối cùng,B. máy chủ tên miền,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «ネームサーバ（name server）»","• «ネームサーバ（name server）» → máy chủ tên miền
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: máy chủ tên miền,A: • Là gì? sắp xếp theo tầng / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? Không phải nghĩa chuẩn của «ネームサーバ（name server）». Nghĩa đúng: máy chủ tên miền. || C: • Là gì? hành vi phạm tội / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «ネームサーバ（name server）». Nghĩa đúng: máy chủ tên miền. || D: • Là gì? người dùng cuối cùng / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «ネームサーバ（name server）». Nghĩa đúng: máy chủ tên miền.,"• ネームサーバ（name server） ≈ máy chủ tên miền
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,396,386,D,【専門用語】犯罪的行為（はんざいてきこうい） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «犯罪的行為（はんざいてきこうい）»?,A: máy chủ tên miền || B: server khách || C: cấu hình vòng || D: hành vi phạm tội,D. hành vi phạm tội,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «犯罪的行為（はんざいてきこうい）»","• «犯罪的行為（はんざいてきこうい）» → hành vi phạm tội
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: hành vi phạm tội,A: • Là gì? máy chủ tên miền / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «犯罪的行為（はんざいてきこうい）». Nghĩa đúng: hành vi phạm tội. || B: • Là gì? server khách / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «犯罪的行為（はんざいてきこうい）». Nghĩa đúng: hành vi phạm tội. || C: • Là gì? cấu hình vòng / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «犯罪的行為（はんざいてきこうい）». Nghĩa đúng: hành vi phạm tội.,"• 犯罪的行為（はんざいてきこうい） ≈ hành vi phạm tội
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,397,387,D,【専門用語】大域的（たいいきてき） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «大域的（たいいきてき）»?,A: máy chủ tên miền || B: tấn công || C: mạng toàn cầu || D: toàn cục,D. toàn cục,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «大域的（たいいきてき）»","• «大域的（たいいきてき）» → toàn cục
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: toàn cục,A: • Là gì? máy chủ tên miền / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «大域的（たいいきてき）». Nghĩa đúng: toàn cục. || B: • Là gì? tấn công / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «大域的（たいいきてき）». Nghĩa đúng: toàn cục. || C: • Là gì? mạng toàn cầu / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «大域的（たいいきてき）». Nghĩa đúng: toàn cục.,"• 大域的（たいいきてき） ≈ toàn cục
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,398,388,C,【専門用語】ポータブルオーディオ（portable audio） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «ポータブルオーディオ（portable audio）»?,A: toàn cục || B: điều khiển từ xa || C: thiết bị nghe nhìn di động || D: thiết bị tập trung đường truyền,C. thiết bị nghe nhìn di động,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «ポータブルオーディオ（portable audio）»","• «ポータブルオーディオ（portable audio）» → thiết bị nghe nhìn di động
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: thiết bị nghe nhìn di động,A: • Là gì? toàn cục / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «ポータブルオーディオ（portable audio）». Nghĩa đúng: thiết bị nghe nhìn di động. || B: • Là gì? điều khiển từ xa / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «ポータブルオーディオ（portable audio）». Nghĩa đúng: thiết bị nghe nhìn di động. || D: • Là gì? thiết bị tập trung đường truyền / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «ポータブルオーディオ（portable audio）». Nghĩa đúng: thiết bị nghe nhìn di động.,"• ポータブルオーディオ（portable audio） ≈ thiết bị nghe nhìn di động
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
